Year Month Day Hour Temp DewTemp Pressure WindDir WindSpeed Sky Precip1 Precip6
1912 9 21 15 280 224 10136 300 21 2 -9999 -9999
1912 9 22 6 270 223 10156 60 51 1 -9999 0
1912 9 22 9 286 228 10162 40 41 2 -9999 -9999
1912 9 22 15 278 238 10148 360 21 5 -9999 -9999
1912 9 24 9 296 254 10141 260 21 7 -9999 -9999
1912 9 25 6 272 228 10152 220 10 5 -9999 0
1912 9 26 6 266 234 10148 240 10 4 -9999 0
1912 9 26 9 286 234 10153 60 31 5 -9999 -9999
1912 9 26 15 284 220 10137 260 10 5 -9999 -9999
1912 9 27 6 262 198 10145 240 51 6 -9999 0
1912 9 27 9 282 201 10142 40 41 5 -9999 -9999
1912 9 27 12 202 183 10132 240 31 7 -9999 150
1912 9 28 6 246 204 10144 260 10 7 -9999 -9999
1912 9 28 9 234 170 10156 240 51 7 -9999 -9999
1912 9 28 12 252 169 10148 220 41 7 -9999 0
1912 9 28 15 252 200 10148 320 10 5 -9999 -9999
1912 9 29 6 248 194 10161 220 21 1 -9999 0
1912 9 29 9 278 214 10166 260 31 1 -9999 -9999
1912 9 29 12 284 214 10157 260 21 1 -9999 0
1912 9 30 9 286 237 10158 260 51 5 -9999 -9999
1912 9 30 15 280 227 10142 240 21 5 -9999 -9999
1912 10 1 3 246 183 10140 100 21 0 -9999 0
1912 10 1 6 260 213 10152 220 21 0 -9999 0
1912 10 1 9 286 228 10152 220 51 7 -9999 -9999
1912 10 1 12 288 221 10144 240 51 1 -9999 0
1912 10 1 15 276 226 10141 240 31 1 -9999 -9999
1912 10 2 6 248 161 -9999 200 10 0 -9999 0
1912 10 2 15 276 223 10134 360 21 1 -9999 -9999
1912 10 3 6 260 175 10136 260 10 0 -9999 0
1912 10 3 9 286 192 10134 320 21 0 -9999 -9999
1912 10 3 12 300 122 -9999 20 21 0 -9999 0
1912 10 3 15 288 221 10118 60 41 0 -9999 -9999
1912 10 4 6 268 164 10112 0 0 0 -9999 0
1912 10 4 9 306 211 10112 20 21 1 -9999 -9999
1912 10 4 12 312 215 10100 40 21 1 -9999 0
1912 10 4 15 316 185 10101 220 21 6 -9999 -9999
1912 10 4 18 316 185 10101 220 21 6 -9999 -9999
1912 10 5 6 276 223 10129 100 21 0 -9999 0
1912 10 5 9 292 234 10129 260 21 1 -9999 -9999
1912 10 5 12 302 237 10121 340 21 2 -9999 0
1912 10 5 15 -9999 -9999 10116 -9999 -9999 2 -9999 -9999
1912 10 7 6 274 205 10137 40 298 2 -9999 0
1912 10 7 9 306 228 10134 20 41 5 -9999 -9999
1912 10 7 12 306 253 10128 40 21 6 -9999 0
1912 10 7 15 290 -9999 10126 40 41 7 -9999 -9999
1912 10 8 9 294 225 10141 60 41 0 -9999 -9999
1912 10 8 12 308 246 10126 240 31 1 -9999 0
1912 10 8 15 294 249 10128 340 21 2 -9999 -9999
1912 10 10 6 274 195 10150 40 41 7 -9999 0
1912 10 10 9 302 178 10148 60 31 7 -9999 -9999
1912 10 10 12 340 166 10141 240 31 5 -9999 0
1912 10 10 15 340 166 10141 -9999 -9999 9 -9999 0
1912 10 10 18 298 188 10137 240 10 6 -9999 -9999
1912 10 11 6 280 185 10178 0 0 0 -9999 0
1912 10 11 9 302 172 -9999 40 31 1 -9999 -9999
1912 10 11 12 314 201 10169 260 10 2 -9999 0
1912 10 11 15 300 205 10162 40 31 6 -9999 -9999
1912 10 12 6 282 278 10172 260 10 7 -9999 0
1912 10 12 9 318 148 10164 40 31 7 -9999 -9999
1912 10 12 12 314 201 10158 260 21 7 -9999 0
1912 10 12 15 290 189 10153 40 41 7 -9999 -9999
1912 10 13 6 232 178 10156 40 62 6 -9999 -9999
1912 10 13 12 308 204 10125 40 31 3 -9999 0
1912 10 13 15 284 213 10122 80 10 4 -9999 -9999
1912 10 14 6 268 174 10133 240 10 7 -9999 0
1912 10 14 9 294 183 10141 -9999 -9999 2 -9999 -9999
1912 10 14 12 286 225 10129 240 51 5 -9999 0
1912 10 14 15 268 205 10137 260 31 3 -9999 -9999
1912 10 15 6 258 183 10160 240 10 5 -9999 0
1912 10 15 9 278 213 10164 240 31 7 -9999 -9999
1912 10 15 12 258 183 10160 240 10 5 -9999 0
1912 10 15 15 262 192 10150 240 41 6 -9999 -9999
1912 10 17 9 244 174 10112 240 41 7 -9999 -9999
1912 10 17 12 246 154 10112 240 51 7 -9999 0
1912 10 18 6 216 163 10137 240 41 2 -9999 -9999
1912 10 18 12 246 173 10141 240 62 7 -9999 0
1912 10 19 6 220 178 10178 60 41 4 -9999 -9999
1912 10 19 9 248 168 10177 40 31 3 -9999 -9999
1912 10 19 12 254 165 10168 360 10 2 -9999 0
1912 10 19 15 240 166 10172 80 10 2 -9999 -9999
1912 10 20 6 222 167 10177 60 10 0 -9999 0
1912 10 20 9 252 162 10178 40 31 1 -9999 -9999
1912 10 20 12 276 165 10166 260 21 3 -9999 0
1912 10 21 6 234 170 10149 260 10 0 -9999 0
1912 10 21 12 278 200 10130 40 31 1 -9999 0
1912 10 22 6 222 158 10121 40 41 5 -9999 0
1912 10 22 9 278 186 10125 240 21 4 -9999 -9999
1912 10 22 12 288 224 10118 220 31 4 -9999 0
1912 10 22 15 264 207 10124 240 21 7 -9999 -9999
1912 10 24 9 268 201 10169 40 21 8 -9999 -9999
1912 10 24 12 276 204 10168 260 21 8 -9999 0
1912 10 25 6 248 192 10158 0 0 4 -9999 0
1912 10 25 9 280 198 10158 220 21 6 -9999 -9999
1912 10 25 12 272 222 10153 240 41 4 -9999 0
1912 10 26 6 236 169 10166 60 21 3 -9999 0
1912 10 26 12 262 208 10161 240 31 2 -9999 0
1912 10 26 15 248 196 10162 240 31 3 -9999 -9999
1912 10 27 6 234 226 10186 180 10 1 -9999 0
1912 10 27 9 256 191 10181 20 10 1 -9999 -9999
1912 10 27 12 258 190 10172 20 21 2 -9999 0
1912 10 27 15 242 179 10173 240 21 5 -9999 -9999
1912 10 28 6 222 184 10182 0 0 2 -9999 0
1912 10 28 9 252 190 10181 360 31 1 -9999 -9999
1912 10 28 12 254 196 10168 360 31 1 -9999 0
1912 10 29 6 220 189 10161 260 10 6 -9999 0
1912 10 29 9 250 181 10158 260 21 2 -9999 -9999
1912 10 29 12 258 194 10148 260 21 2 -9999 0
1912 10 29 15 240 -9999 10141 260 21 3 -9999 -9999
1912 10 30 6 224 193 10149 260 10 0 -9999 0
1912 10 30 9 256 181 10146 260 21 0 -9999 -9999
1912 10 31 6 206 157 10154 0 0 0 -9999 0
1912 10 31 9 264 160 10156 40 41 0 -9999 -9999
1912 10 31 12 264 187 10145 20 62 1 -9999 0
1912 10 31 15 254 186 10146 40 62 1 -9999 -9999
1912 11 1 6 216 149 10172 240 10 2 -9999 0
1912 11 1 9 274 166 10176 60 31 1 -9999 -9999
1912 11 1 12 286 184 10158 60 108 1 -9999 0
1912 11 1 15 274 174 10162 80 87 1 -9999 -9999
1912 11 2 6 226 133 10193 180 10 0 -9999 0
1912 11 2 9 276 153 10190 60 21 0 -9999 -9999
1912 11 2 15 260 140 10161 260 21 7 -9999 -9999
1912 11 3 6 222 137 10161 220 21 7 -9999 0
1912 11 3 9 236 150 10160 240 31 8 -9999 -9999
1912 11 3 12 258 158 10120 40 108 7 -9999 0
1912 11 3 15 250 148 10122 220 21 4 -9999 -9999
1912 11 4 6 194 154 10137 220 31 8 -9999 -9999
1912 11 4 9 226 168 10142 240 21 7 -9999 -9999
1912 11 4 12 226 168 10133 280 41 5 -9999 0
1912 11 5 6 194 150 10145 220 10 0 -9999 0
1912 11 5 9 242 168 10137 60 41 1 -9999 -9999
1912 11 6 9 202 112 10080 20 21 7 -9999 -9999
1912 11 6 15 156 108 10054 260 87 8 -9999 -9999
1912 11 7 6 138 53 10113 260 98 5 -9999 -9999
1912 11 7 9 116 57 10138 220 87 7 -9999 -9999
1912 11 7 12 138 64 10150 220 51 7 -9999 1
1912 11 7 15 138 48 10160 220 72 7 -9999 -9999
1912 11 8 6 168 53 10218 260 62 6 -9999 0
1912 11 8 12 190 63 10217 200 82 7 -9999 0
1912 11 8 15 170 80 10530 260 41 5 -9999 -9999
1912 11 9 6 154 117 10248 180 10 1 -9999 0
1912 11 9 9 194 100 10242 40 21 2 -9999 -9999
1912 11 9 12 204 67 10230 40 31 2 -9999 0
1912 11 10 6 140 80 10226 0 0 -9999 -9999 0
1912 11 10 9 -9999 -9999 10226 60 31 4 -9999 -9999
1912 11 10 12 218 77 10209 60 31 1 -9999 0
1912 11 11 9 218 106 10213 80 21 3 -9999 -9999
1912 11 11 12 234 91 10197 100 21 3 -9999 0
1912 11 12 6 162 122 10192 0 0 0 -9999 0
1912 11 12 9 218 111 10186 40 10 0 -9999 -9999
1912 11 12 12 230 113 10170 0 0 0 -9999 0
1912 11 12 15 210 122 10170 80 10 0 -9999 -9999
1912 11 13 6 162 114 10148 0 0 0 -9999 0
1912 11 13 9 228 128 10130 80 31 0 -9999 -9999
1912 11 13 12 246 135 10114 80 31 1 -9999 0
1912 11 13 15 218 112 10110 260 10 1 -9999 -9999
1912 11 14 6 194 135 10110 260 41 4 -9999 -9999
1912 11 14 9 196 141 10120 260 62 5 -9999 -9999
1912 11 14 12 218 155 10114 260 62 4 -9999 0
1912 11 15 6 170 142 10108 80 21 8 -9999 -9999
1912 11 16 6 154 122 10092 100 10 6 -9999 -9999
1912 11 16 12 192 108 10097 80 10 6 -9999 0
1912 11 16 15 146 135 10109 240 10 8 -9999 -9999
1912 11 17 6 162 121 10132 80 21 6 -9999 -9999
1912 11 17 9 210 134 10133 80 41 6 -9999 -9999
1912 11 17 12 212 124 10134 260 41 2 -9999 0
1912 11 17 15 192 133 10133 260 51 1 -9999 -9999
1912 11 18 6 160 146 10158 0 0 8 -9999 -9999
1912 11 18 12 222 133 10135 40 21 5 -9999 0
1912 11 18 15 206 126 10144 0 0 7 -9999 -9999
1912 11 19 6 178 104 10129 0 0 -9999 -9999 0
1912 11 19 9 232 98 10129 220 21 6 -9999 -9999
1912 11 19 12 222 133 10113 260 10 5 -9999 0
1912 11 20 6 92 -15 10186 240 41 1 -9999 -9999
1912 11 21 6 164 136 10109 60 31 7 -9999 -9999
1912 11 21 9 202 132 10104 60 31 4 -9999 -9999
1912 11 21 12 204 115 10101 260 21 7 -9999 0
1912 11 21 15 178 117 10108 220 21 7 -9999 -9999
1912 11 22 6 142 87 10129 0 0 4 -9999 0
1912 11 22 9 200 118 10132 260 21 1 -9999 -9999
1912 11 22 12 200 82 10122 260 31 4 -9999 0
1912 11 22 15 170 94 10113 160 10 2 -9999 -9999
1912 11 23 6 148 111 -9999 80 10 8 -9999 -9999
1912 11 23 9 150 129 10102 80 31 8 -9999 -9999
1912 11 23 12 134 130 10101 80 31 8 -9999 -9999
1912 11 24 6 130 64 10142 80 10 7 -9999 -9999
1912 11 24 12 150 79 10134 0 0 7 -9999 0
1912 11 24 15 138 91 10137 80 31 7 -9999 -9999
1912 11 25 6 128 84 10185 240 10 7 -9999 0
1912 11 25 9 170 98 10180 240 10 7 -9999 -9999
1912 11 25 12 148 98 10169 260 21 7 -9999 -9999
1912 11 25 15 150 109 10169 260 41 7 -9999 -9999
1912 11 26 6 158 118 10142 260 41 6 -9999 -9999
1912 11 26 9 190 102 10137 260 82 5 -9999 -9999
1912 11 26 12 194 115 10124 260 93 5 -9999 0
1912 11 27 6 150 129 10098 240 41 7 -9999 -9999
1912 11 27 9 184 98 10094 240 72 7 -9999 -9999
1912 11 27 12 176 114 10088 240 82 7 -9999 50
1912 11 27 15 174 99 10093 240 62 7 -9999 -9999
1912 11 28 6 122 107 10161 240 21 8 -9999 -9999
1912 11 28 9 126 115 10170 240 10 7 -9999 -9999
1912 11 28 12 140 102 10164 240 10 7 -9999 130
1912 11 28 15 134 95 10172 240 10 6 -9999 -9999
1912 11 30 6 118 103 10137 220 31 8 -9999 -9999
1912 11 30 9 120 105 10153 220 41 8 -9999 -9999
1912 12 1 6 146 96 10170 240 72 6 -9999 -9999
1912 12 1 9 188 108 10169 240 72 3 -9999 -9999
1912 12 1 12 166 89 10141 240 72 8 -9999 -9999
1912 12 1 15 162 80 10114 240 72 7 -9999 -9999
1912 12 2 6 124 109 10088 260 98 7 -9999 -9999
1912 12 2 9 122 77 10106 260 98 8 -9999 -9999
1912 12 2 12 122 44 10096 260 118 8 -9999 60
1912 12 4 6 76 10 10192 200 10 7 -9999 -9999
1912 12 4 15 68 45 10189 60 87 8 -9999 60
1912 12 5 9 136 29 -9999 260 98 6 -9999 -9999
1912 12 5 12 146 49 10237 260 87 7 -9999 0
1912 12 6 6 70 43 10298 80 21 3 -9999 0
1912 12 6 9 128 66 10306 80 31 6 -9999 -9999
1912 12 6 15 106 64 10308 80 31 4 -9999 -9999
1912 12 7 6 64 46 10321 200 10 0 -9999 0
1912 12 7 12 134 38 10306 60 21 1 -9999 0
1912 12 8 6 88 57 10277 180 10 6 -9999 0
1912 12 8 12 154 79 10265 260 21 8 -9999 0
1912 12 9 9 164 104 10261 60 21 1 -9999 -9999
1912 12 9 12 172 105 10249 240 21 1 -9999 0
1912 12 9 15 156 104 10246 0 0 6 -9999 -9999
1912 12 10 12 174 74 10216 60 31 5 -9999 0
1912 12 12 6 114 86 10225 220 72 8 -9999 -9999
1912 12 12 9 138 91 10222 220 72 7 -9999 -9999
1912 12 12 15 148 76 10201 240 51 7 -9999 -9999
1912 12 15 6 110 90 10194 80 10 1 -9999 0
1912 12 15 9 160 104 10196 60 41 2 -9999 -9999
1912 12 15 12 172 105 10188 60 41 4 -9999 0
1912 12 15 15 150 113 10190 60 21 6 -9999 -9999
1912 12 16 6 128 97 10190 200 10 8 -9999 0
1912 12 16 12 182 105 10158 240 123 6 -9999 0
1912 12 16 15 168 96 10145 80 31 2 -9999 -9999
1912 12 17 6 122 95 10116 260 98 7 -9999 -9999
1912 12 17 12 112 92 10134 260 129 7 -9999 80
1912 12 18 6 102 81 10152 200 51 7 -9999 -9999
1912 12 18 9 108 82 10153 220 72 8 -9999 -9999
1912 12 18 12 138 59 10140 240 72 7 -9999 30
1912 12 18 15 104 79 10148 220 51 7 -9999 -9999
1912 12 19 12 70 47 10133 240 72 8 -9999 90
1912 12 19 15 104 25 10138 240 72 6 -9999 -9999
1912 12 20 9 24 8 -9999 280 51 6 -9999 -9999
1912 12 21 6 98 59 10285 80 10 5 -9999 -9999
1912 12 21 9 142 59 10289 60 41 2 -9999 -9999
1912 12 21 12 156 72 10281 320 21 4 -9999 0
1912 12 21 15 126 73 10280 0 0 1 -9999 -9999
1912 12 22 9 130 54 10233 80 31 1 -9999 -9999
1912 12 22 12 156 58 10221 80 31 1 -9999 0
1912 12 22 15 134 73 10218 80 10 1 -9999 -9999
1912 12 23 6 74 42 10252 180 31 6 -9999 0
1912 12 23 9 156 77 10266 80 31 0 -9999 -9999
1912 12 23 12 168 82 10260 60 41 0 -9999 0
1912 12 24 6 72 45 10286 180 21 3 -9999 0
1912 12 24 9 138 83 10280 260 10 1 -9999 -9999
1912 12 24 12 156 86 10260 60 21 1 -9999 0
1912 12 24 15 146 87 10264 280 31 0 -9999 -9999
1912 12 25 9 144 72 10269 60 21 1 -9999 -9999
1912 12 25 12 170 48 10246 60 31 0 -9999 0
1912 12 25 15 140 80 10245 200 21 0 -9999 -9999
1912 12 26 6 84 38 10228 240 31 1 -9999 0
1912 12 26 9 84 38 10228 240 31 1 -9999 0
1912 12 27 6 106 54 10130 0 0 6 -9999 0
1912 12 27 9 106 54 10138 0 0 6 -9999 0
1912 12 27 12 160 77 10086 60 87 7 -9999 0
1912 12 27 15 -9999 -9999 10094 80 36 4 -9999 -9999
1912 12 28 6 120 97 10165 80 21 7 -9999 -9999
1912 12 28 9 138 120 10174 80 10 8 -9999 -9999
1912 12 28 12 158 106 10157 80 31 6 -9999 40
1912 12 28 15 150 105 10158 80 10 7 -9999 -9999
1912 12 29 6 90 64 10181 100 51 4 -9999 -9999
1912 12 29 9 128 88 10184 100 82 7 -9999 -9999
1912 12 30 6 108 96 10194 100 10 8 -9999 -9999
1912 12 30 9 118 106 10197 80 21 7 -9999 -9999
1912 12 30 12 140 106 10185 80 31 5 -9999 50
1912 12 30 15 112 84 10196 80 31 7 -9999 -9999
1912 12 31 6 142 87 10225 260 41 8 -9999 -9999
1912 12 31 15 146 83 10213 260 51 7 -9999 -9999
